CASE_NO,APPLICATION_TYPE,DECISION_DATE,CASE_STATUS,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS_1,EMPLOYER_ADDRESS_2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,JOB_TITLE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,BASIC_HOURS_PER_WEEK,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,ALIEN_WORK_STATE
"C-07004-04020","H-2A","01/16/07 16:46:00","Certified - Full","2/17/2007","12/13/2007","WINDY PLAINS PORK LLC","41543 182ND STREET",,"CARPENTER","SD","57322","GOLDEN OPPORTUNITIES - HELEEN VAN TONDER","FARMWORKER LIVESTOCK",5.0000000000000000e+00,5.0000000000000000e+00,4.8000000000000000e+01,9.2300,"hr","SD"
"C-07008-04109","H-2A","01/30/07 13:03:00","Certified - Full","3/1/2007","12/31/2007","J & I FARMS, INC","19069 295TH AVE",,"ONIDA","SD","57564","P.L.U.T.O.  INC. - MANUEL FICK","FARMWORKER GRAIN I",2.0000000000000000e+00,2.0000000000000000e+00,4.8000000000000000e+01,9.2300,"hr","SD"
"C-06331-03477","H-2A","01/16/07 13:42:00","Certified - Full","2/15/2007","12/15/2007","WALLMAN FARMS","20069 406TH AVE",,"HURON","SD","57357","JEF INTERNATIONAL, INC.","FARMWORKER GRAIN I",3.0000000000000000e+00,3.0000000000000000e+00,4.8000000000000000e+01,9.2300,"hr","SD"
"C-07004-04032","H-2A","01/30/07 12:51:00","Certified - Full","3/1/2007","12/31/2007","RACOTA VALLEY RANCH PARTNERSHIP--CINDY GRANTHAM","18252 442ND AVE",,"HAZEL","SD","57242","P.L.U.T.O.  INC. - MANUEL FICK","FARMWORKER GRAIN I",2.0000000000000000e+00,2.0000000000000000e+00,4.8000000000000000e+01,9.2300,"hr","SD"
"A-06354-02485","H-2A","01/08/07 14:58:00","Certified - Full","2/2/2007","12/1/2007","TANDY KING","2822 GREENS MILLS ROAD",,"COLUMBIA","TN","37401","ILMC - STAN EURY","FARM WORKER: DIVERSIFIED",6.0000000000000000e+00,6.0000000000000000e+00,4.0000000000000000e+01,8.2400,"hr","TN"
"C-06249-02906","H-2A","01/16/07 16:45:00","Certified - Full","2/15/2007","11/15/2007","STEINBRING PARTNERS LTD","9567 RR 1631",,"FREDERICKSBURG","TX","78624",,"FARMWORKER GENERAL II",1.0000000000000000e+00,1.0000000000000000e+00,4.0000000000000000e+01,8.0000,"hr","TX"
"C-07004-04033","H-2A","01/30/07 12:50:00","Certified - Full","3/1/2007","11/30/2007","ROSS RANCH","6111 HWY 71 E",,"SPICEWOOD","TX","78669","KT LABOR CORP., INC.--TISH SOWARDS","FARMWORKER FIELD CROP II",1.0000000000000000e+00,1.0000000000000000e+00,4.0000000000000000e+01,8.3200,"hr","TX"
"C-06342-03656","H-2A","01/18/07 09:50:00","Certified - Full","1/21/2007","10/31/2007","SAM & PAULA EPPERSON","PO BOX 264",,"ROCKSPRINGS","TX","78880","ALLEN RAY MOODY","FARMMWORKER, LIVESTOCK",3.0000000000000000e+00,3.0000000000000000e+00,4.0000000000000000e+01,850.0000,"mth","TX"
"C-06332-03510","H-2A","01/29/07 09:55:00","Certified - Full","3/1/2007","12/1/2007","RANDALL AG VENTURES","44752 261ST ST.",,"CANISTOTA","SD","57012","JEF INTERNATIONAL, INC. - DENNIS R. SUTTON","FARM MACHINE OPERATOR",8.0000000000000000e+00,8.0000000000000000e+00,4.8000000000000000e+01,9.2300,"hr","SD"
"C-06355-03875","H-2A","01/16/07 13:31:00","Certified - Full","2/15/2007","12/15/2007","TALBOTTS HONEY TRANSPORTATION LLC","100 S. BRADFORD (PO BOX 304)",,"KIMBALL","SD","57365","ELAINE FLAMING","BEE KEEPER",6.0000000000000000e+00,6.0000000000000000e+00,4.8000000000000000e+01,9.2300,"hr","SD"
"A-06360-02522","H-2A","01/30/07 09:59:00","Certified - Full","3/1/2007","12/31/2007","CHUCK HAYES","134 HOLLY FORK COVE",,"PARIS","TN","38242","KENTUCKY FARMERS AID, INC.","PRODUCE LABOR",2.0000000000000000e+00,2.0000000000000000e+00,4.0000000000000000e+01,8.2400,"hr","TN"
"A-06340-02362","H-2A","01/18/07 18:13:00","Certified - Full","2/15/2007","12/15/2007","WAFFORD'S NURSERY","1414 EAST WOOD ST",,"PARIS","TN","38242","KENTUCKY FARMERS AID, INC. - MELISSA GREEN","NURSERY WORKER",1.0000000000000000e+01,1.0000000000000000e+01,4.0000000000000000e+01,8.2400,"hr","TN"
"A-06354-02491","H-2A","01/16/07 14:45:00","Certified - Full","2/13/2007","12/13/2007","MCDOWELL'S BIG FORK NURSERY","4955 STATE HWY. 27",,"CHATTANOOGA","TN","37405","LOUISE DICKENS","NURSERY WORKER",2.0000000000000000e+00,2.0000000000000000e+00,4.0000000000000000e+01,8.2400,"hr","TN"
"A-06334-02350","H-2A","01/05/07 15:18:00","Certified - Full","2/1/2007","11/30/2007","FRANK BASHAM NURSERY (C/O FRANK BASHAM)","P.O. BOX 38","515 BASHAM RD","VIOLA","TN","37394","SEASONAL HANDS LLC / MAYRA & TOMMY BALLARD","HORTICULTURAL WORKER",4.0000000000000000e+00,4.0000000000000000e+00,4.0000000000000000e+01,8.2400,"hr","TN"
"A-06362-02546","H-2A","01/17/07 16:30:00","Certified - Full","2/15/2007","12/15/2007","CENTER HILL NURSERY","897 S CONGRESS BLVD",,"SMITHVILLE","TN","37166","KENTUCKY FARMERS AID, INC. - MELISSA GREEN","HORTICULTURAL WORKER",1.3000000000000000e+01,1.3000000000000000e+01,4.0000000000000000e+01,8.2400,"hr","TN"
"A-06362-02546","H-2A","01/17/07 16:30:00","Certified - Full","2/15/2007","12/15/2007","EVINS MILL NURSERY","292 CRIPPS LANE",,"SMITHVILLE","TN","37716",,"HORTICULTURAL WORKER",0.0000000000000000e+00,0.0000000000000000e+00,4.0000000000000000e+01,8.2400,"hr","TN"
"A-07009-02643","H-2A","01/23/07 14:40:00","Denied","2/15/2007","12/15/2007","TRI-TURF SOD FARMS, INC.","170 DOLAN ROAD",,"PARIS","TN","38242","SEASONAL HANDS LLC - MAYRA DIAZ BALLARD","HORTICULTURAL WORKER",1.3000000000000000e+01,,4.0000000000000000e+01,8.2400,"hr","TN"
"A-07009-02643","H-2A","01/23/07 14:40:00","Denied","2/15/2007","12/15/2007","POOLER'S NURSERY","450 REYNOLDSBURG ROAD",,"PARIS","TN","38242",,"HORTICULTURAL WORKER",6.0000000000000000e+00,,4.0000000000000000e+01,8.2400,"hr","TN"
"A-07009-02649","H-2A","01/26/07 13:51:00","Certified - Full","2/27/2007","12/27/2007","NEWBERRY FARMS, LLC","4932 BUZZARD CREEK",,"CEDAR HILL","TN","37032","ILMC - STAN EURY","HORTICULTURAL WORKER",6.0000000000000000e+00,6.0000000000000000e+00,4.0000000000000000e+01,8.2400,"hr","TN"
"A-07003-02589","H-2A","01/24/07 16:44:00","Certified - Full","2/23/2007","12/15/2007","SWANN STABLES FARM","1025 RIVER RD",,"KODAK","TN","28394","ILMC - STAN EURY","FARMWORKER,DIVERSIFIED CROP I",5.0000000000000000e+00,5.0000000000000000e+00,4.0000000000000000e+01,8.2400,"hr","TN"
"A-07009-02652","H-2A","01/26/07 13:57:00","Certified - Full","2/23/2007","12/15/2007","RAINEY FARMS","5590 DOZIER ROAD",,"OBION","TN","38240","ILMC - STAN EURY","FARMWORKER, VEGETABLE",5.0000000000000000e+00,5.0000000000000000e+00,4.0000000000000000e+01,8.2400,"hr","TN"
"A-06334-02351","H-2A","01/23/07 10:49:00","Certified - Full","2/15/2007","12/15/2007","FARMAC, INC.","4781 HWY 41 NORTH",,"SPRINGFIELD","TN","37172","SEASONAL HANDS LLC / MAYRA & TOMMY BALLARD","FARMWORKER, DIVERSIFIED CROP",1.0000000000000000e+01,1.0000000000000000e+01,4.0000000000000000e+01,8.2400,"hr","TN"
"A-06334-02351","H-2A","01/23/07 10:49:00","Certified - Full","2/15/2007","12/15/2007","BAGGETT GRAIN, INC.","3900 MEMORIAL BLVD.",,"SPRINGFIELD","TN","37172",,"FARMWORKER, DIVERSIFIED CROP",0.0000000000000000e+00,0.0000000000000000e+00,4.0000000000000000e+01,8.2400,"hr","TN"
"A-06352-02447","H-2A","01/09/07 16:32:00","Certified - Full","2/3/2007","11/29/2007","MOUNTAIN VIEW FARM","3587 BENT RD.",,"KODAK","TN","37764","INTERNATIONAL LABOR MANAGEMENT CORPORATION (ILMC)","FARMWORKER, DIVERSIFIED CROP",3.0000000000000000e+00,3.0000000000000000e+00,4.0000000000000000e+01,8.2400,"hr","TN"
"A-07010-02659","H-2A","01/26/07 12:38:00","Certified - Full","2/23/2007","11/10/2007","ALBERT CONING / CONING FAMILY FARM","2837 TAYLOR ROAD",,"MARYVILLE","TN","37803","ILMC - STAN EURY","FARMWORKER DIVERSIFIED",3.0000000000000000e+00,3.0000000000000000e+00,4.0000000000000000e+01,8.2400,"hr","TN"
"A-07012-02698","H-2A","01/24/07 10:08:00","Certified - Full","2/22/2007","11/20/2007","VOSS FARMS, INC","1345 BALD KNOB ROAD",,"RIPLEY","TN","38063",,"FARM WORKER; VEGETABLE",1.0000000000000000e+01,1.0000000000000000e+01,4.0000000000000000e+01,8.2400,"hr","TN"
"A-07012-02698","H-2A","01/24/07 10:08:00","Certified - Full","2/22/2007","11/20/2007","RONALD CARMACK FARMS","2629 CONCORD ROAD",,"GATES","TN","38037","ILMC - STAN EURY","FARM WORKER; VEGETABLE",2.2000000000000000e+01,2.2000000000000000e+01,4.0000000000000000e+01,8.2400,"hr","TN"
"A-07008-02624","H-2A","01/24/07 09:23:00","Certified - Full","2/22/2007","9/20/2007","CHRIS LANKFORD FARMS","3450 CURVE WOODVILLE ROAD",,"RIPLEY","TN","38063","ILMC - STAN EURY","FARM WORKER: VEGETABLE",1.8000000000000000e+01,1.8000000000000000e+01,4.0000000000000000e+01,8.2400,"hr","TN"
"A-07008-02628","H-2A","01/23/07 15:22:00","Certified - Full","2/22/2007","12/20/2007","UN OF TN MIDDLE TN REASEARCH AND EDUCATION","HWY 31 N",,"SPRING HILL","TN","37174","ILMC - STAN EURY","FARM WORKER: FRUIT",2.0000000000000000e+00,2.0000000000000000e+00,4.0000000000000000e+01,8.2400,"hr","TN"
"A-07017-02749","H-2A","01/31/07 10:57:00","Certified - Full","3/1/2007","9/10/2007","FISH FARMS","POST OFFICE BOX 900",,"NEWPORT","TN","37822","INTERNATIONAL LABOR MANAGEMENT CORP., INC.","FARM WORKER, DIVERSIFIED CROP II",2.0000000000000000e+01,2.0000000000000000e+01,4.0000000000000000e+01,8.2400,"hr","TN"
"C-06342-03663","H-2A","01/17/07 12:30:00","Certified - Full","2/15/2007","12/15/2007","FRANKLIN D. HOUSER DBA DRY COMAL CREEK VINEYARDS","1741 HERBELIN RD.",,"NEW BRAUNFELS","TX","78132",,"VINEYARD WORKER",2.0000000000000000e+00,2.0000000000000000e+00,4.0000000000000000e+01,8.3200,"hr","TX"
"C-07010-04186","H-2A","01/30/07 09:04:00","Certified - Full","3/1/2007","2/29/2008","JERRY DAVENPORT/DAVENPORT RANCHES","HWY 349","PO BOX 447","SHEFFIELD","TX","79781","MOUNTAIN PLAINS AGRICULTURAL SERVICE","SHEEP HERDER",1.0000000000000000e+00,1.0000000000000000e+00,6.0000000000000000e+01,750.0000,"mth","TX"
"C-06360-03906","H-2A","01/11/07 08:20:00","Certified - Full","2/12/2007","11/11/2007","TEXAS HILLS VINEYARD INC","878 RR2766 (PO BOX 1480)",,"JOHNSON CITY","TX","78636",,"HORTICULTURAL WORKER II",2.0000000000000000e+00,2.0000000000000000e+00,4.0000000000000000e+01,8.3200,"hr","TX"
"C-07010-04183","H-2A","01/29/07 09:25:00","Certified - Full","3/1/2007","12/15/2007","EUGENE MARTINEZ","990 FOSTER RD",,"PLEASANTON","TX","78064-6629",,"FARMWORKER, VEGETABLE II",1.8000000000000000e+01,1.8000000000000000e+01,4.0000000000000000e+01,8.3200,"hr","TX"
"C-07012-04259","H-2A","01/30/07 14:49:00","Certified - Full","3/1/2007","11/15/2007","MCCALL CREEK FARMS","965 CONN RANCH ROAD",,"BLANCO","TX","78606",,"FARMWORKER, VEGETABLE II",4.0000000000000000e+00,4.0000000000000000e+00,4.8000000000000000e+01,8.3200,"hr","TX"
"C-06347-03747","H-2A","01/17/07 14:18:00","Certified - Full","2/1/2007","12/1/2007","BIERI & SON","CR 210 (PO BOX 441)",,"ANGLETON","TX","77516","ELAINE FLAMING","FARMWORKER, RICE",2.0000000000000000e+00,2.0000000000000000e+00,4.8000000000000000e+01,8.3200,"hr","TX"
"C-07010-04163","H-2A","01/30/07 10:47:00","Certified - Full","2/26/2007","10/31/2007","WILLIAM J. EPPERSON","P.O. BOX 546",,"ROCKSPRINGS","TX","78880","ALLEN RAY MOODY","FARMWORKER, LIVESTOCK",3.0000000000000000e+00,3.0000000000000000e+00,4.0000000000000000e+01,850.0000,"mth","TX"
"C-07004-04044","H-2A","01/18/07 13:05:00","Denied","3/15/2007","12/15/2007","CHESTER AHRENS","3260 ZENNER AHRENS ROAD",,"KERRVILLE","TX","78028",,"FARMWORKER, LIVESTOCK",2.0000000000000000e+00,,4.0000000000000000e+01,8.3200,"hr","TX"
"C-06348-03780","H-2A","01/05/07 14:13:00","Certified - Full","2/1/2007","12/1/2007","GAIL FLACH","825 FM 473",,"COMFORT","TX","78013",,"FARMWORKER, LIVESTOCK",3.0000000000000000e+00,3.0000000000000000e+00,4.0000000000000000e+01,8.3200,"hr","TX"
"C-06355-03874","H-2A","01/25/07 12:28:00","Certified - Full","2/25/2007","12/25/2007","MARK TOMINSON FARMS","414 CR 618",,"ROSHAVON","TX","77583","ELAINE FLAMING","FARMWORKER, GENERAL I",2.0000000000000000e+00,2.0000000000000000e+00,4.8000000000000000e+01,8.3200,"hr","TX"
"C-06320-03397","H-2A","01/26/07 08:54:00","Certified - Full","2/18/2007","11/30/2007","OOPW, LLC","PO BOX 885",,"PORT BOLIVAR","TX","77650","HECTOR H. GUERRA","FARMWORKER, GENERAL I",2.0000000000000000e+00,2.0000000000000000e+00,4.0000000000000000e+01,8.3200,"hr","TX"
"C-06334-03561","H-2A","01/29/07 14:24:00","Certified - Full","3/1/2007","12/31/2007","FRANK B. SEALE, JR","PO BOX 563",,"MILLICAN","TX","77866",,"FARMWORKER, GENERAL I",1.0000000000000000e+00,1.0000000000000000e+00,4.5000000000000000e+01,8.5000,"hr","TX"
"C-06341-03634","H-2A","01/18/07 12:04:00","Certified - Full","2/1/2007","12/1/2007","D-BAR RANCH","4949 FM 2855 (PO BOX 1257)",,"KATY","TX","77493","ELAINE FLAMING","FARMWORKER, GENERAL I",2.0000000000000000e+00,2.0000000000000000e+00,4.8000000000000000e+01,8.3200,"hr","TX"
"C-06339-03607","H-2A","01/19/07 09:45:00","Certified - Full","2/15/2007","12/15/2007","CAMP RIO VISTA, INC.","175 RIO VISTA ROAD",,"INGRAM","TX","78025",,"FARMWORKER, GENERAL I",9.0000000000000000e+00,9.0000000000000000e+00,4.0000000000000000e+01,8.3200,"hr","TX"
"C-06339-03613","H-2A","01/09/07 10:27:00","Certified - Full","2/1/2007","12/20/2007","NATURAL FOUNTAINS PROPERTY","2689 HWY 39",,"HUNT","TX","78024",,"FARMWORKER, GENERAL I",1.1000000000000000e+01,1.1000000000000000e+01,4.0000000000000000e+01,8.3300,"hr","TX"
"C-07009-04122","H-2A","01/25/07 12:20:00","Certified - Full","2/24/2007","12/24/2007","FRANK FARMS","905 CR 46",,"ANGLETON","TX","77515","ELAINE FLAMING, AGRI PLACEMENTS INT'L","FARMWORKER, GENERAL I",3.0000000000000000e+00,3.0000000000000000e+00,4.8000000000000000e+01,9.2300,"hr","TX"
"C-07012-04252","H-2A","01/26/07 11:16:00","Certified - Full","2/27/2007","12/23/2007","FLINT CONSTRUCTION INC","1405 CR 155",,"ABILENE","TX","79601","HELEEN VAN TONDER/GOLDEN OPPORTUNITIES INT LLC","FARMWORKER, GENERAL I",6.0000000000000000e+00,6.0000000000000000e+00,4.8000000000000000e+01,8.3200,"hr","TX"
"C-07012-04258","H-2A","01/30/07 14:50:00","Certified - Full","3/1/2007","11/15/2007","ITZ GARDEN","1504 N. MILAM STREET",,"FREDERICKSBURG","TX","78624",,"FARMWORKER, DIVERSIFIED CROPS II",5.0000000000000000e+00,5.0000000000000000e+00,4.0000000000000000e+01,8.3200,"hr","TX"
"C-06338-03583","H-2A","01/04/07 10:40:00","Certified - Full","2/1/2007","11/30/2007","JOURNEAY & JOURNEAY FARMS INC","1COLONY DR",,"ANGLETON","TX","77515","STANLEY L. SMITH","FARMWORKER, DIVERSIFIED CROPS I",2.0000000000000000e+00,2.0000000000000000e+00,4.0000000000000000e+01,8.3200,"hr","TX"
"C-06361-03937","H-2A","01/25/07 13:36:00","Certified - Full","2/24/2007","12/24/2007","T BAR RANCH","537 RR 2323/ PO BOX 789",,"LLANO","TX","78643",,"FARMWORKER LIVESTOCK",2.0000000000000000e+00,2.0000000000000000e+00,4.0000000000000000e+01,850.0000,"mth","TX"
"C-06321-03410","H-2A","01/17/07 15:52:00","Certified - Full","2/15/2007","12/2/2007","AIFOS","123 OLD FREDRICKBURG ROAD",,"BOERNE","TX","78015","LEIGH GANCHAN","FARMWORKER LIVESTOCK",1.0000000000000000e+00,1.0000000000000000e+00,4.0000000000000000e+01,10.0000,"hr","TX"
"C-06333-03532","H-2A","01/30/07 14:59:00","Certified - Full","3/1/2007","12/15/2007","BJM CO INC","PO BOX 898","120  W. DALLAS ST.","CROWELL","TX","79227","JEF INTERNATIONAL, INC. - DENNIS R. SUTTON","FARMWORKER LIVESTOCK",1.0000000000000000e+00,1.0000000000000000e+00,4.8000000000000000e+01,8.3200,"hr","TX"
"C-07008-04093","H-2A","01/29/07 15:04:00","Certified - Full","2/28/2007","12/22/2007","SCOTT JOHNSON FARM SERVICE","120 US HWY",,"FARWELL","TX","79325","JEF INTERNATIONAL, INC. - DENNIS R. SUTTON","FARMWORKER GRAIN I",4.0000000000000000e+01,4.0000000000000000e+01,4.8000000000000000e+01,8.3200,"hr","TX"
"C-07004-04039","H-2A","01/25/07 11:15:00","Certified - Full","2/18/2007","5/1/2007","VB TRUCKING","7850 UPTON RD",,"AMARILLO","TX","70119","ELAINE FLAMING","FARM-MACHINE OPERATOR",3.0000000000000000e+00,3.0000000000000000e+00,4.8000000000000000e+01,8.3200,"hr","TX"
"C-06354-03855","H-2A","01/16/07 08:41:00","Certified - Full","2/1/2007","11/1/2007","BAUER HONEY, INC","1050 EAST WILLIFORD RD",,"KOUNTZE","TX","77625","CRAIG S. EURY, JR., PRESIDENT","BEEKEEPER",6.0000000000000000e+00,6.0000000000000000e+00,4.0000000000000000e+01,8.3200,"hr","TX"
"C-06325-03443","H-2A","01/31/07 12:29:00","Denied","1/15/2007","11/15/2007","STROOPE BEE AND HONEY, INC","1033 COUNTY ROAD 129",,"ALVIN","TX","77511-8731",,"BEEKEEPER",8.0000000000000000e+00,,4.0000000000000000e+01,8.3200,"hr","TX"
"C-06355-03872","H-2A","01/05/07 09:59:00","Certified - Full","2/4/2007","12/4/2007","INTEGRI BEES LLC","225 CR 402 (PO BOX 599)",,"DANBURY","TX","77534","ELAINE FLAMING","BEE KEEPER",2.0000000000000000e+01,2.0000000000000000e+01,4.8000000000000000e+01,8.3200,"hr","TX"
"C-06345-03671","H-2A","01/04/07 15:37:00","Certified - Full","2/1/2007","5/30/2007","TYLER LISTER","541 WEST 100 SOUTH",,"PAROWAN","UT","84761","MOUNTAIN PLAINS AGRICULTURAL SERVICE","WOOL FLEECE GRADER",1.0000000000000000e+00,1.0000000000000000e+00,4.8000000000000000e+01,8.3700,"hr","UT"
"C-06345-03670","H-2A","01/04/07 15:34:00","Certified - Full","2/1/2007","5/30/2007","TYLER LISTER","541 WEST 100 SOUTH",,"PAROWAN","UT","84761","MOUNTAIN PLAINS AGRICULTURAL SERVICE","SHEEP SHEARER",2.0000000000000000e+00,2.0000000000000000e+00,4.8000000000000000e+01,8.3700,"hr","UT"
"C-06326-03463","H-2A","01/22/07 16:47:00","Certified - Full","2/21/2007","2/20/2008","BLACK LAND FARM","821 S 500 E",,"SPRING CITY","UT","84662","BILL KADARUSMAN","SHEEP HERDER",2.0000000000000000e+00,2.0000000000000000e+00,4.0000000000000000e+01,750.0000,"mth","UT"
"C-06339-03603","H-2A","01/12/07 09:08:00","Certified - Full","2/10/2007","2/9/2008","MICKEL BROTHERS LLC","PO BOX 547",,"SPRING CITY","UT","84662",,"SHEEP HERDER",1.0000000000000000e+00,1.0000000000000000e+00,6.0000000000000000e+01,650.0000,"mth","UT"
"C-06339-03603","H-2A","01/12/07 09:08:00","Certified - Full","2/10/2007","2/9/2008","WESTERN RANGE ASSOCIATION","1245 E. BRICKYARD ROAD, STE. 190",,"SALT LAKE CITY","UT","84106","WESTERN RANGE ASSOCIATION","SHEEP HERDER",8.2000000000000000e+01,8.2000000000000000e+01,6.0000000000000000e+01,650.0000,"mth","UT"
"C-06339-03603","H-2A","01/12/07 09:08:00","Certified - Full","2/10/2007","2/9/2008","THOUSAND PEAKS RANCHES","255 WEST 800 SOUTH",,"SALT LAKE CITY","UT","84101",,"SHEEP HERDER",1.0000000000000000e+00,1.0000000000000000e+00,6.0000000000000000e+01,650.0000,"mth","UT"
"C-07010-04169","H-2A","01/30/07 08:28:00","Certified - Full","3/1/2007","2/29/2008","JACK MADSEN/MADSEN LIVESTOCK","324 MADSEN LANE",,"GUNNISON","UT","84634","MOUNTAIN PLAINS AGRICULTURAL SERVICE","SHEEP HERDER",2.0000000000000000e+00,2.0000000000000000e+00,6.0000000000000000e+01,750.0000,"mth","UT"
"C-06347-03742","H-2A","01/05/07 15:32:00","Certified - Full","2/4/2007","1/31/2008","ALLRED LAND LIVESTOCK","700 SOUTH 250 WEST",,"FOUNTAIN GREEN","UT","84632","ALCALA LAW FIRM, JAMES ALCALA","SHEEP HERDER",3.0000000000000000e+00,3.0000000000000000e+00,4.0000000000000000e+01,750.0000,"mth","UT"
"C-07010-04167","H-2A","01/30/07 08:31:00","Certified - Full","3/1/2007","2/29/2008","RYAN A. COOK/JON & RYAN COOK RANCH","50 E 300 S",,"FOUNTAIN GREEN","UT","84632","MOUNTAIN PLAINS AGRICULTURAL SERVICE","SHEEP HERDER",1.0000000000000000e+00,1.0000000000000000e+00,6.0000000000000000e+01,750.0000,"mth","UT"
"C-06317-03331","H-2A","01/03/07 11:27:00","Certified - Full","2/2/2007","2/1/2008","W.F. GORING & SONS, INC.","9940 NORTH HWY 38",,"DEWEYVILLE","UT","84309",,"SHEEP HERDER",1.0000000000000000e+01,1.0000000000000000e+01,6.0000000000000000e+01,750.0000,"mth","UT"
"C-06339-03603","H-2A","01/12/07 09:08:00","Certified - Full","2/10/2007","2/9/2008","W.F. GORING & SONS, INC.","9940 N HIGHWAY 38",,"DEWEYVILLE","UT","94309-9729",,"SHEEP HERDER",2.0000000000000000e+00,2.0000000000000000e+00,6.0000000000000000e+01,650.0000,"mth","UT"
"C-07010-04170","H-2A","01/30/07 08:43:00","Certified - Full","3/1/2007","2/29/2008","PAUL W. NELSON/NELSON BROTHERS","3736 NORTH MINERSVILLE ROAD",,"CEDAR CITY","UT","84720","MOUNTAIN PLAINS AGRICULTURAL SERVICE","SHEEP HERDER",1.0000000000000000e+00,1.0000000000000000e+00,6.0000000000000000e+01,750.0000,"mth","UT"
"C-06339-03608","H-2A","01/29/07 09:43:00","Certified - Full","2/24/2007","2/23/2008","YOUNG BROTHERS LIVESTOCK","4990 NORTH HIGHWAY 38",,"BRIGHAM CITY","UT","84302","TERESA E. PHILLIPS","SHEEP HERDER",6.0000000000000000e+00,6.0000000000000000e+00,6.0000000000000000e+01,750.0000,"mth","UT"
"C-06356-03900","H-2A","01/29/07 15:05:00","Certified - Full","2/28/2007","2/19/2008","ARTICA RANCH & LIVESTOCK","10000 WEST 10500 SOUTH",,"BRIDGELAND","UT","84052","ALCALA LAW FIRM, JAMES ALCALA","SHEEP HERDER",2.0000000000000000e+00,2.0000000000000000e+00,6.0000000000000000e+01,750.0000,"mth","UT"
"C-06311-03279","H-2A","12/08/06 16:43:00","Certified - Partial","1/10/2007","1/9/2008","A & F SHEEP CO.","P. O. BOX 5306",,"OILDALE","CA","93388",,"SHEEP HERDER",1.0000000000000000e+00,1.0000000000000000e+00,6.0000000000000000e+01,650.0000,"mth","CA"
"C-07003-03980","H-2A","01/31/07 08:54:00","Certified - Full","3/1/2007","11/30/2007","DARRELL & HEATHER JENSEN (D & H FARM INC)","2790 WEST 2200 SOUTH",,"YOUNG WARD","UT","84339","SNAKE RIVER FARMERS ASSOCIATION","IRRIGATOR, SPRINKLING SYSTEM",3.0000000000000000e+00,3.0000000000000000e+00,4.8000000000000000e+01,8.3700,"hr","UT"
"C-07012-04245","H-2A","01/29/07 10:58:00","Certified - Full","3/2/2007","12/24/2007","COUNRTY SIDE GARDEN CENTER DBA LINDEN NURSERY","535 N. STATE STREET",,"LINDON","UT","84042","ALCALA LAW FIRM, JAMES ALCALA","HORTICULTURAL WORKER II",5.0000000000000000e+00,5.0000000000000000e+00,4.0000000000000000e+01,8.3700,"hr","UT"
"C-07004-04015","H-2A","01/31/07 16:03:00","Certified - Full","3/1/2007","11/30/2007","COMBE'S TREE FARM","2181 EAST COMBE ROAD",,"OGDEN","UT","84403","ALCALA LAW FIRM, JAMES ALCALA","HORTICULTURAL WORKER  II",6.0000000000000000e+00,6.0000000000000000e+00,4.0000000000000000e+01,8.3700,"hr","UT"
"C-07012-04239","H-2A","01/30/07 08:49:00","Certified - Full","3/1/2007","12/1/2007","MICHEAL J. MCMILLAN/MCMILLAN SERVICES LLC","3955 W OLD HWY RD",,"MORGAN","UT","84050","MOUNTAIN PLAINS AGRICULTURAL SERVICE","FARMWORKER, LIVESTOCK",1.0000000000000000e+00,1.0000000000000000e+00,6.0000000000000000e+01,875.0000,"mth","UT"
"C-06352-03810","H-2A","01/03/07 15:39:00","Certified - Full","2/2/2007","11/1/2007","STEVEN G. & KATHRYN SMITH/SMITH FARM & LVSTK","9200 W. 8570SN.",,"LEHI","UT","84043","MOUNTAIN PLAINS AGRICULTURAL SERVICE","FARMWORKER, LIVESTOCK",1.0000000000000000e+00,1.0000000000000000e+00,6.0000000000000000e+01,875.0000,"mth","UT"
"C-06352-03809","H-2A","01/17/07 12:13:00","Certified - Full","2/16/2007","11/1/2007","W. CRAIG JONES","128 SOUTH 100 WEST",,"CEDAR CITY","UT","84720","MOUNTAIN PLAINS AGRICULTURAL SERVICE","FARMWORKER, LIVESTOCK",3.0000000000000000e+00,3.0000000000000000e+00,6.0000000000000000e+01,875.0000,"mth","UT"
"C-07011-04204","H-2A","01/30/07 08:53:00","Certified - Full","3/1/2007","11/30/2007","CRESTON BLACK/ROCKING  R RANCH","775 NORTH HWY. 22",,"ANTIMONY","UT","84712","MOUNTAIN PLAINS AGRICULTURAL SERVICE","FARMWORKER, LIVESTOCK",3.0000000000000000e+00,3.0000000000000000e+00,6.0000000000000000e+01,875.0000,"mth","UT"
"C-06341-03641","H-2A","01/05/07 15:21:00","Certified - Full","2/4/2007","10/30/2007","VERN A. STRATTON FRAM","645 EAST 800 NORTH",,"OREM","UT","84097","ALCALA LAW FIRM, JAMES ALCALA","FARMWORKER FRUIT II",6.0000000000000000e+00,6.0000000000000000e+00,4.0000000000000000e+01,8.3700,"hr","UT"
